zone,state,lga,ea,hhid,indiv,NEWMEMBER,s1q4,s1q2,s1q3,s1q3_os,s1q6,s1q8,s1q9,s1q10,s1q11,s1q12,s1q13,s1q14,s1q15,s1q15a,s1q16,s1q17,s1q18,s1q19_1,s1q19_2,s1q19_3,s1q19_4,s1q19a,s1q19b,s1q19c,s1q19d,s1q20,s1q21,s1q22a,s1q22b,s1q23,s1q23_os,s1q24,s1q25,s1q26,s1q27,s1q28,s1q29,s1q29b,s1q30,s1q31,s1q32,s1q33,s1q34,s1q34_os,s1q34b,s1q35,s1q36,s1q36_os,s1q37,s1q38,s1q39,s1q39_os,s1q39a,s1q39b,s1q39c,s1q39d,s1q39e,s1q39f,s1q39g,s1q39h,s1q39i__1,s1q39i__2,s1q39i__3,s1q39i__4,s1q39i__5,s1q39i__6,s1q39i__7,s1q39i__8,s1q39i__9,s1q39i__10,s1q39i__11,s1q39i__12,s1q39i__13,s1q39i__14,s1q39i__96,s1q39i_os,s1q39j,s1q39k__1,s1q39k__2,s1q39k__3,s1q39k__4,s1q39k__5,s1q39k__6,s1q39k__7,s1q39k__8,s1q39k__9,s1q39k__10,s1q39k__11,s1q39k__12,s1q39k__13,s1q39k__14,s1q39k__96,s1q39k_os,s1q40a,s1q40b,s1q40c,s1q40d,s1q41,s1q42a,s1q44,months_left,s1q45,s1q45_os
1. North Central,23. Kwara,2311. KAIMA,516,230089,6,0,1. YES,2. FEMALE,3. OWN CHILD,,9,2. NO,,,2014,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2311. KAIMA,516,230090,1,0,1. YES,1. MALE,1. HEAD,,52,2. NO,,,1971,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),25,1. YES,2,,,,1993,,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2311. KAIMA,516,230090,2,0,1. YES,2. FEMALE,2. SPOUSE,,47,2. NO,,,1976,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,20,30. OYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2311. KAIMA,516,230090,4,0,1. YES,1. MALE,3. OWN CHILD,,23,2. NO,,,2000,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2311. KAIMA,516,230090,6,0,1. YES,1. MALE,3. OWN CHILD,,13,2. NO,,,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2311. KAIMA,516,230090,7,0,1. YES,2. FEMALE,3. OWN CHILD,,11,2. NO,,,2012,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2311. KAIMA,516,230090,8,0,1. YES,2. FEMALE,3. OWN CHILD,,8,2. NO,,,2015,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2311. KAIMA,516,230090,101,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. FOR MARRIAGE/ COHABITATION,,,34. NCE,34. NCE,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,4. APR,2021,,,1. INSIDE NIGERIA,2311. KAIAMA,,28,7. RELIED ON SAVINGS,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,1,0,1. YES,1. MALE,1. HEAD,,59,1. YES,1. YES,,1964,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),25,1. YES,2,7,,,1989,2000,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,2,0,1. YES,2. FEMALE,2. SPOUSE,,51,2. NO,,,1972,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,3,0,1. YES,2. FEMALE,3. OWN CHILD,,22,2. NO,,,2001,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,4,0,1. YES,2. FEMALE,3. OWN CHILD,,19,2. NO,,,2004,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,5,0,1. YES,2. FEMALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,6,0,1. YES,2. FEMALE,3. OWN CHILD,,13,2. NO,,,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,7,0,1. YES,2. FEMALE,2. SPOUSE,,42,2. NO,,,1981,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,9,0,1. YES,1. MALE,3. OWN CHILD,,19,2. NO,,,2004,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,10,0,1. YES,1. MALE,3. OWN CHILD,,13,2. NO,,,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,11,0,1. YES,2. FEMALE,3. OWN CHILD,,12,2. NO,,,2011,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230091,12,0,1. YES,1. MALE,3. OWN CHILD,,10,2. NO,,,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,1,0,1. YES,1. MALE,1. HEAD,,75,2. NO,,,1948,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),23,1. YES,2,4,,,1971,1976,,,1. YES,2,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,2,0,1. YES,2. FEMALE,2. SPOUSE,,58,2. NO,,,1965,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,3,0,1. YES,1. MALE,3. OWN CHILD,,23,2. NO,,,2000,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,4,0,1. YES,2. FEMALE,2. SPOUSE,,53,2. NO,,,1970,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,5,0,1. YES,1. MALE,3. OWN CHILD,,28,2. NO,,,1995,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),26,1. YES,5101,5102,,,2020,2022,,,2. NO,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,6,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. FOR MARRIAGE/ COHABITATION,,,23. JS3,23. JS3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,4. APR,2022,,,1. INSIDE NIGERIA,1710. GURI,,16,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,5101,1,,2. FEMALE,16. SON-IN-LAW/DAUGHTER-IN-LAW,,18,2. NO,,,2005,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),15,1. YES,5,,,,2020,,,,2. NO,,4. APR,2020,3. MARRIAGE /COHABITATION,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,19. NEVER WORKED,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,5102,1,,2. FEMALE,16. SON-IN-LAW/DAUGHTER-IN-LAW,,16,2. NO,,,2007,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),15,1. YES,5,,,,2022,,,,2. NO,,6. JUN,2022,3. MARRIAGE /COHABITATION,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,5103,1,,2. FEMALE,6. GRANDCHILD,,0,2. NO,,3. MAR,2023,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,4. APR,2023,1. NEW BORN,,,1. YES,5,,,,,1. YES,5101,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230092,5104,1,,1. MALE,3. OWN CHILD,,22,2. NO,,,2000,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,1. JAN,2022,7. MOVED IN WITH PARENT OR RELATIVE,,,1. YES,1,,,,,1. YES,4,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,1,0,1. YES,1. MALE,1. HEAD,,70,2. NO,,,1953,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),25,1. YES,2,7,,,1978,2008,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,2,0,1. YES,2. FEMALE,2. SPOUSE,,54,2. NO,,,1969,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,3,0,1. YES,2. FEMALE,3. OWN CHILD,,26,2. NO,,,1997,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,4,0,1. YES,2. FEMALE,3. OWN CHILD,,24,2. NO,,,1999,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,5,0,1. YES,2. FEMALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,6,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,7,0,1. YES,2. FEMALE,2. SPOUSE,,34,2. NO,,,1989,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,8,0,1. YES,2. FEMALE,3. OWN CHILD,,19,2. NO,,,2004,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,9,0,1. YES,2. FEMALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,10,0,1. YES,2. FEMALE,3. OWN CHILD,,13,2. NO,,,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,11,0,1. YES,1. MALE,3. OWN CHILD,,10,2. NO,,,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230093,12,0,1. YES,2. FEMALE,3. OWN CHILD,,10,2. NO,,,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,1,0,1. YES,1. MALE,1. HEAD,,72,1. YES,1. YES,,1951,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),25,1. YES,2,3,,,1980,1996,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,2,0,1. YES,2. FEMALE,2. SPOUSE,,59,1. YES,1. YES,,1964,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,3,0,1. YES,2. FEMALE,2. SPOUSE,,44,1. YES,1. YES,,1979,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,8,0,1. YES,2. FEMALE,3. OWN CHILD,,21,2. NO,,,2002,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,9,0,1. YES,1. MALE,9. BROTHER/SISTER-IN-LAW,,20,2. NO,,,2003,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,10,0,1. YES,2. FEMALE,3. OWN CHILD,,17,2. NO,,,2006,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,11,0,1. YES,2. FEMALE,3. OWN CHILD,,17,2. NO,,,2006,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,12,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230095,13,0,1. YES,1. MALE,3. OWN CHILD,,23,2. NO,,,2000,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,1,0,1. YES,1. MALE,1. HEAD,,49,2. NO,,,1974,2. NO,1. YES,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),29,1. YES,2,6,,,2003,2005,,,2. NO,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
