zone,state,lga,sector,ea,hhid,indiv,FILTER,s1dq1,s1dq3a,s1dq3b,s1dq3c_1,s1dq3c_2,s1dq3c_os,s1dq4,s1dq4_os,s1dq4a,s1dq4a_os,s1dq4b_1,s1dq4b_2,s1dq4b_os,s1dq5,s1dq5_os,s1dq6,s1dq7,s1dq7a__1,s1dq7a__2,s1dq7a__3,s1dq7a__4,s1dq7a__96,s1dq7a_os,s1dq7b,s1dq7b_os,s1dq8a,s1dq8b,s1dq8c,s1dq8c_os,s1dq8d__1,s1dq8d__2,s1dq8d__3,s1dq8d__4,s1dq8d__5,s1dq8d__6,s1dq8d__7,s1dq8d__8,s1dq8d__9,s1dq8d__10,s1dq8d__11,s1dq8d__12,s1dq8d__13,s1dq8d__14,s1dq8d__15,s1dq8d__16,s1dq8d__17,s1dq8d__18,s1dq8d__19,s1dq8d__96,s1dq8d_os
5. South South,9. Cross River,905. BEKWARRA,2. RURAL,2128,99008,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,905. BEKWARRA,2. RURAL,2128,99008,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,905. BEKWARRA,2. RURAL,2128,99008,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,905. BEKWARRA,2. RURAL,2128,99008,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,905. BEKWARRA,2. RURAL,2128,99010,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,905. BEKWARRA,2. RURAL,2128,99011,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,905. BEKWARRA,2. RURAL,2128,99011,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,915. ODUKPANI,1. URBAN,0,99013,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,915. ODUKPANI,1. URBAN,0,99013,2,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,915. ODUKPANI,1. URBAN,0,99013,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99014,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99014,2,1. YES,1. YES,1. YES,2. TEMPORARILY,7. START A NEW FAMILY,1. FIND BETTER JOBS,,Moving to another country,,5. UNITED STATES OF AMERICA,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99014,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99015,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99016,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99016,2,1. YES,1. YES,1. YES,1. PERMANENTLY,"9. GENERAL VIOLENCE, HUMAN RIGHTS VIOLATION","10. ENVIRONMENTAL/NATURAL DISASTER (E.G. FLOOD, DROUGHT, HURRICANE, EARTHQUAKE)",,Moving to capital city,,,,AFFORDABLE TO TRAVEL TO THE DESTINATION,EASY/SAFE ROUTE TO GET THERE,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99016,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99016,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99016,601,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99016,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99017,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99017,1801,1. YES,1. YES,1. YES,1. PERMANENTLY,2. START UP A NEW BUSINESS,,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99019,2,1. YES,1. YES,1. YES,1. PERMANENTLY,2. START UP A NEW BUSINESS,1. FIND BETTER JOBS,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99019,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99020,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,2. NO,,,,,,,1. SAVINGS,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99020,201,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99020,301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99020,501,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99020,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99020,5102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99020,5103,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99021,1,1. YES,1. YES,1. YES,1. PERMANENTLY,7. START A NEW FAMILY,2. START UP A NEW BUSINESS,,Moving to a town/city - another State,,,,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99023,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99023,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99023,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. URBAN,78,99023,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99026,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99027,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,AFFORDABLE TO TRAVEL TO THE DESTINATION,,6. DOMESTIC OBLIGATION (TAKE CARE OF OTHER HOUSEHOLD MEMBERS),,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99027,2,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,AFFORDABLE TO TRAVEL TO THE DESTINATION,,6. DOMESTIC OBLIGATION (TAKE CARE OF OTHER HOUSEHOLD MEMBERS),,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99027,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99027,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99027,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99027,6,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99027,7,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99029,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99029,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99030,2,1. YES,1. YES,1. YES,1. PERMANENTLY,7. START A NEW FAMILY,,,Moving to a town/city - another State,,,,RELATIVES OR/AND FRIENDS LIVING THERE,,,14. NO CONSTRAINT,,1. YES,2. NO,,,,,,,1. SAVINGS,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99031,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,2. NO,,,,,,,1. SAVINGS,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,5102,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,5103,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,5104,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,5105,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99032,5106,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99033,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99033,1702,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99033,1703,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99033,1704,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99034,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99034,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99034,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99034,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99034,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99034,1401,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99034,2001,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99035,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99035,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99035,1901,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99035,1902,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99036,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99036,2,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to capital city,,,,EASIER TO FIND A JOB,EASIER TO GET VISA/WORK PERMITS/DOCUMENTATION,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99036,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99036,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99036,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,909. CALABAR SOUTH,1. URBAN,506,99036,2101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99037,2,1. YES,1. YES,1. YES,2. TEMPORARILY,2. START UP A NEW BUSINESS,,,Moving to a rural area,,,,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99037,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99037,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99038,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99038,2,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99038,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99038,5102,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99040,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99040,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99040,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99040,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99040,7,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99041,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99041,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,6,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,9,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,11,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,12,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,13,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,1701,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,5102,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,5103,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99043,5104,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99044,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99044,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99044,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99044,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,6,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,7,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,8,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,9,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,10,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99045,5102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,9. Cross River,910. ETUNG,2. RURAL,370,99046,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
